"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","Student_Score","Student_Class"
"627","MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,0,"no","yes","no","no","no","yes","yes","yes",3,2,2,4,2,5,0,7,5,0,0,"1"
"628","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"no","yes","no","yes","yes","no","yes","yes",4,3,3,2,3,3,3,9,10,10,10,"1"
"629","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,0,"no","no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,8,10,11,12,12.6,"3"
"630","MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,4,7,8,9,9.45,"1"
"631","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,15,17,17,17,"3"
"632","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,0,"no","no","no","no","yes","yes","yes","no",4,3,2,1,2,4,4,10,11,12,12.6,"3"
"633","MS","F",19,"R","GT3","T",1,1,"at_home","other","course","other",2,2,1,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,1,3,4,7,8,9,9.45,"1"
"634","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,4,3,3,4,2,1,13,14,14,14,"3"
"635","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,1,16,16,16,16,"3"
"636","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,5,4,2,3,1,10,8,9,9,9,"1"
"637","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"no","no","no","yes","no","yes","yes","no",3,2,4,1,4,2,4,17,18,19,19.95,"3"
"638","MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,0,"no","no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,0,7,7,0,0,"1"
"639","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,4,14,15,16,16.8,"3"
"640","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"no","no","no","no","yes","yes","no","no",4,3,2,1,3,5,0,5,8,0,0,"1"
"641","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"no","no","yes","no","yes","yes","no","no",5,4,3,4,3,3,0,7,7,0,0,"1"
"642","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,0,"no","no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,14,17,15,13.5,"3"
"643","MS","F",17,"U","GT3","T",4,3,"teacher","other","other","mother",2,2,0,"no","no","no","no","yes","yes","yes","no",5,5,4,1,1,1,0,6,9,11,12.1,"3"
"644","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,2,2,5,4,7,9,10,10.5,"1"
"645","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,4,10,11,10,9.5,"1"
"646","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,4,1,1,1,4,15,15,16,16.8,"3"
"647","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,6,11,12,9,7.65,"1"
"648","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,6,10,10,10,10,"1"
"649","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,4,1,3,4,5,4,10,11,11,11,"3"
